Gene_Symbol,WT56_8am_Female_Aged,WT2_8am_Male_Aged,WT55_12pm_Female_Aged,WT5_12pm_Male_Aged,WT54_4pm_Female_Aged,WT6_4pm_Female_Aged,WT53_8pm_Male_Aged,WT51_12am_Male_Aged,WT42_12am_Female_Aged,WT49_4am_Female_Aged,WT43_4am_Female_Aged
Mir7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7676-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7676-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8094,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.02,0.0,1.01
Mir8095,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Mir8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8099-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8099-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mir8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir873a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir873b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir883a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir883b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir9-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir9-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir9-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir9-3hg,477.0,531.0,387.0,315.0,495.0,285.0,348.0,330.0,217.0,314.0,141.0
Mir92-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir92-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir92b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir99a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir99ahg,598.0,617.0,563.0,588.0,867.0,495.0,613.0,606.0,435.0,515.0,330.0
Mir99b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirg,536.0,605.0,493.0,517.0,990.0,459.0,610.0,432.0,333.0,578.0,277.0
Mirlet7a-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7a-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7c-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7c-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7f-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7f-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirlet7i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirt1,50.07,60.0,37.0,47.73,78.94,35.0,30.65,54.0,20.0,54.0,43.0
Mirt2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Mis12,1204.77,711.79,884.08,1080.14,891.43,1355.24,963.88,1287.93,1129.03,1335.88,796.0
Mis18a,476.0,353.0,470.0,507.0,368.0,545.0,465.0,307.0,463.0,462.0,261.0
Mis18bp1,246.0,48.0,170.0,150.0,228.0,201.0,140.0,106.0,154.0,142.0,137.0
Misp,9.0,6.0,6.0,10.0,1.0,29.0,6.0,2.0,3.0,7.0,4.0
Misp3,3.0,0.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0
Mitd1,632.75,383.79,396.13,522.31,601.0,618.0,519.52,481.26,516.0,511.61,315.0
Mitf,933.0,761.0,701.0,769.0,711.0,806.0,686.0,717.0,826.0,891.0,455.0
Mixl1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mki67,1233.0,318.0,841.0,583.0,433.0,963.0,426.0,734.0,757.88,960.0,713.89
Mkks,339.7,256.18,266.91,315.91,261.0,376.42,230.89,362.09,372.55,359.3,159.76
Mkln1,3040.0,2931.0,2536.0,3105.0,3421.0,3425.0,2630.0,3205.0,3111.0,3477.0,1858.0
Mkln1os,42.0,47.0,32.0,39.0,36.0,41.0,34.0,42.0,35.0,36.0,32.0
Mknk1,6145.0,4816.98,4529.48,5742.46,4894.31,6177.02,3542.18,4979.76,5022.0,4974.94,3108.46
Mknk2,1086.0,919.0,907.0,996.0,927.0,1166.0,933.0,851.0,914.0,1154.0,409.0
Mkrn1,2434.0,2565.0,2377.0,3507.23,2506.84,3317.81,2543.86,2437.0,2646.0,2700.93,1350.0
Mkrn1-ps1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Mkrn2,1443.03,1426.44,1316.61,1525.94,1526.99,1600.72,1325.73,1453.0,1191.21,1297.07,857.26
Mkrn2os,26.0,13.0,20.0,13.0,28.0,15.0,30.0,16.0,7.0,22.0,6.0
Mkrn3,14.0,17.0,10.0,2.0,8.0,13.0,17.0,3.0,5.0,9.0,7.0
Mks1,190.0,161.0,159.0,215.0,233.0,230.0,143.0,125.0,129.0,219.0,73.0
Mkx,287.0,252.0,254.0,231.0,312.0,283.0,232.0,246.0,214.0,190.0,137.0
Mlana,5.0,1.0,3.0,6.0,5.0,8.0,3.0,9.0,6.0,2.0,3.0
Mlc1,561.0,513.0,475.0,478.0,596.0,462.0,546.0,373.0,544.0,601.0,245.0
Mlec,4560.0,3777.0,3610.0,5435.0,3324.0,6085.0,3391.0,4818.0,5292.0,5376.0,2761.0
Mlf1,39.0,5.0,12.0,23.0,20.0,30.0,30.0,20.0,27.0,29.0,8.0
Mlf2,3557.0,3509.0,3153.0,3920.0,3056.0,3514.0,2804.0,1870.0,2725.0,3162.0,1446.0
Mlh1,383.0,367.0,314.0,337.0,407.0,390.0,329.0,257.0,267.0,370.0,167.0
Mlh3,512.0,425.0,338.0,495.0,437.0,464.0,346.0,464.0,423.0,513.0,285.0
Mlip,439.0,623.0,409.0,728.0,738.0,608.0,368.0,588.0,452.0,591.0,323.0
Mlkl,103.0,107.0,55.0,118.0,113.0,106.0,39.0,25.0,71.0,62.0,62.0
Mllt1,623.0,460.0,486.0,522.0,601.0,652.0,475.0,429.0,524.0,613.0,231.0
Mllt10,1056.59,1119.98,941.72,1033.3,1490.79,1101.19,1049.03,874.06,809.05,1098.41,594.03
Mllt11,1657.96,1490.96,1810.78,1790.85,2103.78,1706.87,1982.75,1847.84,1424.89,1724.88,1012.91
Mllt3,551.0,571.0,489.0,699.0,833.0,581.0,557.0,463.0,605.0,648.0,339.0
Mllt6,854.0,707.0,629.0,760.0,764.0,689.0,569.0,508.0,522.0,727.0,327.0
Mlnr-ps,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mlph,2010.0,2452.0,2121.0,2363.0,2078.0,2710.0,3054.0,1934.0,1814.0,2031.0,826.0
Mlst8,635.93,599.0,515.1,529.61,813.0,586.7,480.74,500.42,589.0,586.71,299.27
Mlx,908.81,765.7,672.53,898.84,881.06,986.45,714.08,788.01,839.23,879.3,493.29
Mlxip,852.0,902.0,575.0,733.0,625.0,793.0,756.0,622.0,759.0,740.0,354.0
Mlxipl,2393.0,1583.0,1583.0,2276.0,1655.0,2417.0,1337.0,2065.0,1728.0,1970.0,984.0
Mlycd,442.0,378.0,360.0,367.0,368.0,342.0,333.0,296.0,234.0,338.0,181.0
Mm2pr,27.0,12.27,9.0,17.0,8.0,13.0,6.0,7.0,6.0,17.0,9.0
Mmaa,609.0,431.0,514.0,481.99,687.0,516.0,537.0,566.0,464.0,577.0,305.97
Mmab,418.0,316.0,370.0,409.0,360.0,512.0,344.0,321.0,394.0,384.0,209.0
Mmachc,336.0,283.0,274.0,383.0,314.0,498.0,318.0,306.0,318.0,357.0,187.0
Mmadhc,1045.0,759.0,810.0,923.0,959.0,1079.0,682.0,707.0,780.0,925.0,521.0
Mmd,841.97,720.59,797.85,860.51,824.0,907.92,778.93,660.0,835.0,838.96,501.0
Mmd2,1506.0,1101.0,1210.0,1137.0,1697.0,1175.0,1317.0,1380.0,1310.0,1500.0,704.0
Mme,26.0,66.0,58.0,42.0,59.0,33.0,42.0,44.0,71.0,72.0,27.0
Mmel1,19.0,23.0,5.0,8.0,9.0,14.0,14.0,11.0,10.0,10.0,5.0
Mmgt1,708.0,542.0,577.0,876.0,470.0,726.0,542.0,753.0,729.0,675.0,500.0
Mmgt2,811.0,462.0,632.0,756.0,622.0,783.0,606.0,609.0,683.0,708.0,400.0
Mmp10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp11,104.08,38.0,54.0,107.01,91.11,73.31,73.0,89.12,51.0,81.0,34.0
Mmp12,1052.0,137.0,391.0,250.0,368.0,571.0,524.0,353.0,808.0,1056.0,391.0
Mmp13,41.0,17.0,13.0,52.0,7.0,26.0,13.0,33.0,32.0,12.0,26.0
Mmp14,719.0,840.0,450.0,830.0,531.0,679.0,486.0,323.0,484.0,529.0,262.0
Mmp15,69.0,43.0,62.0,92.0,87.0,62.0,61.0,44.0,56.0,80.0,38.0
Mmp16,402.0,601.0,445.0,534.0,823.0,338.0,501.0,427.0,407.0,540.0,201.0
Mmp17,776.0,496.0,624.0,623.0,734.0,554.0,581.0,596.0,531.0,663.0,344.0
Mmp19,103.01,95.57,42.8,60.75,58.61,95.34,73.81,56.46,74.5,74.79,48.32
Mmp1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp2,2332.0,1242.0,1107.0,1244.0,1218.0,2636.0,1079.0,1121.0,1635.0,1470.0,832.0
Mmp20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp21,8.0,17.0,7.0,9.0,7.0,4.0,7.0,8.0,5.0,11.0,7.0
Mmp23,38.0,15.0,10.0,13.0,28.0,18.0,22.0,7.0,28.0,22.0,5.0
Mmp24,109.71,107.54,120.85,115.48,164.25,127.05,113.82,89.12,118.97,125.1,56.49
Mmp25,64.0,69.0,24.0,130.66,36.0,89.0,10.0,27.0,35.0,33.0,14.0
Mmp27,4.0,3.0,8.0,4.0,5.0,2.0,2.0,6.0,2.0,0.0,2.0
Mmp28,26.84,9.0,13.0,51.0,21.0,24.0,16.0,16.0,10.0,14.0,13.0
Mmp3,2.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp8,2.0,8.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0
Mmp9,84.0,46.0,78.0,78.0,125.0,130.0,226.0,38.0,45.0,47.0,70.0
Mmrn1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0
Mmrn2,77.0,50.0,30.0,45.0,100.0,74.0,38.0,41.0,26.0,52.0,38.0
Mms19,1763.56,1589.42,1441.86,1706.67,1765.28,1975.95,1422.18,1656.41,1505.39,1862.95,945.88
Mms22l,134.0,56.0,104.0,155.0,105.0,142.0,90.0,100.0,112.0,104.0,52.0
Mmut,1061.0,843.0,792.0,1046.0,937.0,1174.0,893.0,1048.0,1042.0,1022.0,627.97
Mn1,1305.0,999.0,999.0,1114.0,1224.0,1040.0,893.0,1495.0,1042.0,1407.0,693.0
Mnat1,788.0,490.0,672.0,690.0,718.0,785.0,559.0,530.0,656.0,638.0,424.0
Mnd1,37.0,6.0,34.0,30.0,23.0,43.0,21.0,20.0,17.0,17.0,13.89
Mnd1-ps,4.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.11
Mndal,251.01,132.77,161.08,287.79,274.95,312.35,172.62,187.85,224.23,183.5,140.37
Mns1,485.83,248.21,376.91,344.1,381.58,405.93,307.19,309.54,355.12,318.35,258.38
Mnt,1045.0,669.0,705.0,750.0,625.0,785.0,702.0,679.0,689.0,716.0,329.0
Mnx1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moap1,109.26,98.35,56.18,136.81,57.35,105.51,52.17,68.02,74.48,95.01,40.36
Mob1a,5469.0,3992.0,4383.0,6626.0,4119.0,6934.0,3789.0,4785.0,5343.0,5466.0,3165.0
Mob1b,386.0,465.0,343.0,379.0,353.0,482.0,333.0,390.0,409.0,410.0,277.0
Mob2,1190.0,1146.0,1138.0,1162.0,1230.0,1210.0,1281.0,902.0,1070.0,1187.0,633.0
Mob3a,2511.0,2977.0,2046.0,2522.0,2244.0,2715.0,1925.0,2225.0,2098.0,2577.0,1081.0
Mob3b,136.0,92.0,145.0,132.0,200.0,158.02,144.0,188.0,166.0,164.0,113.0
Mob3c,1444.0,816.0,910.0,1074.0,939.0,1374.0,808.0,776.0,1007.0,949.0,521.0
Mob4,1958.0,1327.0,1471.0,1802.0,1656.0,1851.0,1567.0,1649.0,1898.0,1913.0,1229.0
Mobp,4504.0,3493.0,2620.0,2697.0,4139.0,2494.0,3802.0,2372.0,3170.0,3271.0,2061.0
Mocos,40.0,59.0,59.0,48.0,72.0,73.0,43.0,55.0,86.0,39.0,25.0
Mocs1,363.0,567.0,326.0,339.0,289.0,505.0,275.0,200.0,222.0,290.0,134.0
Mocs2,2399.0,2115.0,1940.0,2411.0,2247.0,2555.0,2195.0,1981.0,2104.0,2235.0,1420.0
Mocs3,71.0,26.0,78.0,73.0,60.0,46.0,75.0,45.0,59.0,65.0,38.0
Mog,447.0,273.0,366.0,293.0,463.0,334.0,388.0,383.0,342.0,429.0,235.0
Mogat1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
Mogat2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mogs,579.0,490.0,511.0,543.0,537.0,658.0,538.0,472.0,463.0,584.0,304.0
Mok,86.0,102.0,105.0,110.0,153.0,68.0,107.0,106.0,58.0,106.0,49.0
Mon1a,277.0,252.0,267.0,226.0,277.0,297.0,276.0,155.0,224.0,307.0,118.0
Mon1b,547.0,617.0,413.0,645.0,534.0,681.0,476.0,577.0,712.0,756.0,345.0
Mon2,1820.0,1820.0,1554.0,1767.0,1820.0,1779.0,1723.0,1650.0,1542.0,1951.0,802.0
Morc1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Morc2a,810.0,837.0,676.0,815.94,750.0,921.0,643.0,694.0,733.0,754.0,473.0
Morc2b,181.0,138.0,149.0,123.0,177.0,146.0,136.0,125.0,105.0,138.0,97.0
Morc3,2267.0,1907.0,1653.0,2407.0,1942.0,2641.0,1693.0,2369.0,2320.0,2488.0,1406.0
Morc4,36.0,48.0,21.0,73.0,48.0,13.0,23.0,25.0,23.0,34.0,15.0
Morf4l1,23296.52,17565.4,19463.52,25185.22,20445.88,25609.64,19952.72,21089.56,21200.04,21843.66,14573.18
Morf4l1-ps1,3180.08,2656.67,2835.33,3397.85,2841.96,3559.53,2748.45,3003.71,3086.49,3039.54,2012.39
Morf4l2,3939.87,3225.81,3223.74,4228.75,3536.2,4776.72,3297.75,2934.9,3484.74,3663.47,2409.74
Morn1,113.0,179.0,93.0,138.0,145.0,108.0,127.0,50.0,45.0,72.0,49.0
Morn2,320.21,154.72,242.5,306.89,260.26,304.59,261.81,230.82,252.58,284.73,246.18
Morn3,2.0,2.11,2.0,1.0,1.42,3.57,0.0,3.0,0.0,1.0,3.0
Morn4,584.0,410.0,465.0,467.0,487.0,455.0,451.0,495.0,365.0,469.0,236.0
Morn5,4.0,2.0,1.0,9.0,7.0,3.0,0.0,9.0,5.0,1.0,10.0
Morrbid,193.0,121.0,107.0,114.0,114.0,164.0,65.0,89.0,104.0,150.0,67.0
Mos,3.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Mosmo,512.0,468.0,450.0,526.0,543.0,481.0,426.0,468.0,408.0,494.0,281.0
Mospd1,610.99,534.0,470.98,539.96,560.0,647.97,528.0,582.0,530.0,609.99,446.0
Mospd2,875.0,655.0,558.0,724.0,735.0,738.0,629.0,710.0,816.0,762.0,431.0
Mospd3,643.0,522.0,435.0,458.0,476.0,561.0,429.0,415.0,531.0,524.0,263.0
Mospd4,5.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
Mov10,541.0,495.0,431.0,430.99,555.0,645.0,402.0,358.0,439.0,497.0,212.0
Mov10l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moxd1,57.0,54.0,56.0,33.0,72.0,47.0,51.0,48.0,43.0,39.0,32.0
Moxd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpc1,11295.24,7757.51,9819.5,10346.75,9215.01,11701.93,10154.49,8964.79,9019.21,9453.36,6278.32
Mpc1-ps,1047.46,801.27,996.13,1085.02,929.9,1178.39,1021.75,785.44,885.59,840.87,597.29
Mpc2,1266.0,910.0,946.0,1268.0,949.0,1290.0,927.0,653.0,978.0,1145.0,647.0
Mpdu1,1900.0,1784.0,1647.0,1765.0,1525.0,2051.0,1606.0,1185.0,1331.0,1371.0,853.0
Mpdz,526.0,756.0,490.0,497.0,965.0,549.0,505.0,630.0,464.0,797.0,286.0
Mpeg1,21593.0,13796.0,13647.0,20817.0,11870.0,25925.0,12218.0,15340.0,22760.0,19801.0,11007.0
Mpg,744.88,725.68,622.21,773.01,698.25,809.99,613.99,515.69,554.56,659.51,335.54
Mphosph10,1431.0,952.0,1173.0,1299.0,1274.0,1484.0,1255.0,1304.0,1097.0,1333.0,923.0
Mphosph6,1074.0,961.0,939.82,1354.99,1008.0,1059.96,834.0,874.0,811.99,809.0,643.0
